id,title,isPartOf,publicationYear,doi,docType,provider,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/2770703,The Paranoid Pseudo-Community,American Journal of Sociology,1943,,article,jstor,1943-07-01,1,49,http://www.jstor.org/stable/2770703,Norman Cameron,University of Chicago Press,eng,32,38,,4010,7,unigram; bigram; trigram
http://www.jstor.org/stable/2770509,Review Article,American Journal of Sociology,1946,,article,jstor,1946-01-01,4,51,http://www.jstor.org/stable/2770509,H. H. Gerth,University of Chicago Press,eng,347,348,,289,2,unigram; bigram; trigram
http://www.jstor.org/stable/2809000,Brief Notices,The Quarterly Review of Biology,1943,,article,jstor,1943-09-01,3,18,http://www.jstor.org/stable/2809000,,University of Chicago Press,eng,268,309,,36491,42,unigram; bigram; trigram
http://www.jstor.org/stable/2770679,Economic and Psychological Historiography,American Journal of Sociology,1946,,article,jstor,1946-05-01,6,51,http://www.jstor.org/stable/2770679,Fritz Wittels,University of Chicago Press,eng,527,532,,3782,6,unigram; bigram; trigram
http://www.jstor.org/stable/2785389,The Theology of Interpersonalism,Sociometry,1949,,article,jstor,1949-02-01,1/3,12,http://www.jstor.org/stable/2785389,Paul E. Johnson,American Sociological Association,eng,225,234,,4084,10,unigram; bigram; trigram
http://www.jstor.org/stable/2769813,News and Notes,American Journal of Sociology,1939,,article,jstor,1939-09-01,2,45,http://www.jstor.org/stable/2769813,,University of Chicago Press,eng,260,269,,3738,10,unigram; bigram; trigram
http://www.jstor.org/stable/2965470,Higher Degrees of College Professors: A Study of Some Factors Affecting the Research of Graduate Students Who Become College Professors,Journal of the American Statistical Association,1923,,article,jstor,1923-09-01,143,18,http://www.jstor.org/stable/2965470,Karl J. Holzinger,American Statistical Association,eng,878,888,,4152,11,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/2769786,Volume Information,American Journal of Sociology,1941,,article,jstor,1941-07-01,1,47,http://www.jstor.org/stable/2769786,,University of Chicago Press,eng,i,xiv,,4072,14,unigram; bigram; trigram
http://www.jstor.org/stable/2785466,Editorial Note: Dimensional Analysis of the Ensuing Articles,Sociometry,1948,,article,jstor,1948-02-01,1/2,11,http://www.jstor.org/stable/2785466,Stuart C. Dodd,American Sociological Association,eng,7,10,,1555,4,unigram; bigram; trigram
http://www.jstor.org/stable/2771373,Review Article,American Journal of Sociology,1948,,article,jstor,1948-09-01,2,54,http://www.jstor.org/stable/2771373,Robert E. L. Faris,University of Chicago Press,eng,169,169,,559,1,unigram; bigram; trigram
http://www.jstor.org/stable/2769857,The Neo-Adlerians,American Journal of Sociology,1939,,article,jstor,1939-11-01,3,45,http://www.jstor.org/stable/2769857,Fritz Wittels,University of Chicago Press,eng,433,445,,4923,13,unigram; bigram; trigram
http://www.jstor.org/stable/2808841,Brief Notices,The Quarterly Review of Biology,1940,,article,jstor,1940-03-01,1,15,http://www.jstor.org/stable/2808841,,University of Chicago Press,eng,74,120,,30145,47,unigram; bigram; trigram
ark://27927/phz2mc375zf,One View of the Teaching of Case Work,Families in Society,1939,,article,portico,1939-12-01,8,20,http://doi.org/10.1177/104438943902000802,Goldie Basch,SAGE Publications,eng,249,255,,5225,7,unigram; bigram; trigram
http://www.jstor.org/stable/2785194,Some Relationships Between Interpersonal Judgments and Sociometric Status in a College  Group,Sociometry,1948,,article,jstor,1948-11-01,4,11,http://www.jstor.org/stable/2785194,Robert L. French; Ivan N. Mensh,American Sociological Association,eng,335,345,,4320,11,unigram; bigram; trigram
ark://27927/phzcj9tw3dp,Covariance Used to Analyze the Relation between Corn Yield and Acreage,American Journal of Agricultural Economics,1936,,article,portico,1936-08-01,3,18,http://doi.org/10.2307/1231220,George W. Snedecor; Gertrude M. Cox,"John Wiley & Sons, Inc.",eng,597,607,,3733,11,unigram; bigram; trigram
http://www.jstor.org/stable/2808508,Brief Notices,The Quarterly Review of Biology,1933,,article,jstor,1933-03-01,1,8,http://www.jstor.org/stable/2808508,,University of Chicago Press,eng,101,128,,18401,28,unigram; bigram; trigram
http://www.jstor.org/stable/2808513,Brief Notices,The Quarterly Review of Biology,1935,,article,jstor,1935-06-01,2,10,http://www.jstor.org/stable/2808513,,University of Chicago Press,eng,212,249,,23555,38,unigram; bigram; trigram
http://www.jstor.org/stable/2962178,Research Projects and Methods in Educational Sociology,The Journal of Educational Sociology,1941,,article,jstor,1941-01-01,5,14,http://www.jstor.org/stable/2962178,,American Sociological Association,eng,314,316,,1164,3,unigram; bigram; trigram
http://www.jstor.org/stable/2770197,Review Article,American Journal of Sociology,1939,,article,jstor,1939-07-01,1,45,http://www.jstor.org/stable/2770197,Wolfgang H. Kraus,University of Chicago Press,eng,147,148,,690,2,unigram; bigram; trigram
http://www.jstor.org/stable/2770596,A Rationale for Scaling Unordered Attributes,American Journal of Sociology,1948,,article,jstor,1948-07-01,1,54,http://www.jstor.org/stable/2770596,Thomas C. McCormick,University of Chicago Press,eng,31,35,,2132,5,unigram; bigram; trigram
http://www.jstor.org/stable/2785258,Inter-Personal Therapy and the Psychopathology of Inter-Personal Relations,Sociometry,1937,,article,jstor,1937-07-01,1/2,1,http://www.jstor.org/stable/2785258,J. L. Moreno,American Sociological Association,eng,9,76,,27990,70,unigram; bigram; trigram
http://www.jstor.org/stable/2771608,Sociological Aspects of Paranoia,American Journal of Sociology,1950,,article,jstor,1950-11-01,3,56,http://www.jstor.org/stable/2771608,Hubert Bonner,University of Chicago Press,eng,255,262,,4832,8,unigram; bigram; trigram
http://www.jstor.org/stable/2771140,The Social Thought of Jean-Paul Sartre,American Journal of Sociology,1949,,article,jstor,1949-11-01,3,55,http://www.jstor.org/stable/2771140,Franz Adler,University of Chicago Press,eng,284,294,,8133,11,unigram; bigram; trigram
http://www.jstor.org/stable/2843589,Back Matter,The Journal of the Royal Anthropological Institute of Great Britain and Ireland,1923,,article,jstor,1923-07-01,,53,http://www.jstor.org/stable/2843589,,Royal Anthropological Institute of Great Britain and Ireland,eng,1,27,,10312,30,unigram; bigram; trigram
http://www.jstor.org/stable/2770678,Max Weber's Interpretation of Conduct and History,American Journal of Sociology,1946,,article,jstor,1946-05-01,6,51,http://www.jstor.org/stable/2770678,Reinhard Bendix,University of Chicago Press,eng,518,526,,5946,9,unigram; bigram; trigram
http://www.jstor.org/stable/2785479,Spontaneity Theory In Its Relation to Problems of Interpretation and Measurement,Sociometry,1944,,article,jstor,1944-11-01,4,7,http://www.jstor.org/stable/2785479,J. L. Moreno; Florence B. Moreno,American Sociological Association,eng,339,355,,7204,17,unigram; bigram; trigram
http://www.jstor.org/stable/2940421,New and Dominating Tendencies in French Philosophy Since the Beginning of the War,"The Journal of Philosophy, Psychology and Scientific Methods",1919,,article,jstor,1919-02-27,5,16,http://www.jstor.org/stable/2940421,Albert Schinz,"Journal of Philosophy, Inc.",eng,113,127,,6560,15,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/2809092,The Principle of Cooperation in Behavior,The Quarterly Review of Biology,1940,,article,jstor,1940-12-01,4,15,http://www.jstor.org/stable/2809092,William Galt,University of Chicago Press,eng,401,410,,5539,10,unigram; bigram; trigram
http://www.jstor.org/stable/2784987,Sociometric Test in the Classroom,Sociometry,1946,,article,jstor,1946-05-01,2/3,9,http://www.jstor.org/stable/2784987,Nahum E. Shoobs,American Sociological Association,eng,145,146,,372,2,unigram; bigram; trigram
http://www.jstor.org/stable/2771415,The Analysis of Propaganda: A Clinical Summary,American Journal of Sociology,1945,,article,jstor,1945-09-01,2,51,http://www.jstor.org/stable/2771415,Alfred McClung Lee,University of Chicago Press,eng,126,135,,6499,10,unigram; bigram; trigram
http://www.jstor.org/stable/2769858,Totem and Taboo in Retrospect,American Journal of Sociology,1939,,article,jstor,1939-11-01,3,45,http://www.jstor.org/stable/2769858,A. L. Kroeber,University of Chicago Press,eng,446,451,,2389,6,unigram; bigram; trigram
http://www.jstor.org/stable/2785116,"Sociometry, 1937-1947: Theory and Methods",Sociometry,1948,,article,jstor,1948-08-01,3,11,http://www.jstor.org/stable/2785116,Charles P. Loomis; Harold B. Pepinsky,American Sociological Association,eng,262,286,,10160,25,unigram; bigram; trigram
http://www.jstor.org/stable/2808573,Brief Notices,The Quarterly Review of Biology,1941,,article,jstor,1941-12-01,4,16,http://www.jstor.org/stable/2808573,,University of Chicago Press,eng,478,516,,24581,39,unigram; bigram; trigram
http://www.jstor.org/stable/2785267,Sociometric Planning of a New Community,Sociometry,1937,,article,jstor,1937-07-01,1/2,1,http://www.jstor.org/stable/2785267,Shepard Wolman,American Sociological Association,eng,220,254,,12800,35,unigram; bigram; trigram
http://www.jstor.org/stable/2785331,Sociometry in the Class Room,Sociometry,1947,,article,jstor,1947-05-01,2,10,http://www.jstor.org/stable/2785331,Nahum E. Shoobs,American Sociological Association,eng,154,164,,3968,11,unigram; bigram; trigram
ark://27927/phzcj9wsdr9,Toward a More Adequate Approach to the Farm Tenure Program,American Journal of Agricultural Economics,1942,,article,portico,1942-02-01,1,24,http://doi.org/10.2307/1232305,Karl Brandt,"John Wiley & Sons, Inc.",eng,206,225,,7938,20,unigram; bigram; trigram
http://www.jstor.org/stable/2788747,97. [Proceedings of British Association],Man,1910,,article,jstor,1910-01-01,,10,http://www.jstor.org/stable/2788747,,Wiley,eng,170,176,,4353,7,unigram; bigram; trigram
http://www.jstor.org/stable/2769855,Psychoanalytic Contributions to the Understanding and Treatment of Behavior Problems,American Journal of Sociology,1939,,article,jstor,1939-11-01,3,45,http://www.jstor.org/stable/2769855,William Healy,University of Chicago Press,eng,418,425,,2793,8,unigram; bigram; trigram
http://www.jstor.org/stable/2808476,Brief Notices,The Quarterly Review of Biology,1935,,article,jstor,1935-09-01,3,10,http://www.jstor.org/stable/2808476,,University of Chicago Press,eng,341,377,,23854,37,unigram; bigram; trigram
http://www.jstor.org/stable/2772293,Historical Perspectives of Popular Culture,American Journal of Sociology,1950,,article,jstor,1950-01-01,4,55,http://www.jstor.org/stable/2772293,Leo Lowenthal,University of Chicago Press,eng,323,332,,6824,10,unigram; bigram; trigram
http://www.jstor.org/stable/2771301,Some Sources of American Hostility to Russia,American Journal of Sociology,1947,,article,jstor,1947-11-01,3,53,http://www.jstor.org/stable/2771301,Arthur K. Davis,University of Chicago Press,eng,174,183,,6319,10,unigram; bigram; trigram
http://www.jstor.org/stable/2792588,202,Man,1940,,article,jstor,1940-11-01,,40,http://www.jstor.org/stable/2792588,S. F. Nadel,Wiley,eng,172,173,,889,2,unigram; bigram; trigram
http://www.jstor.org/stable/20034477,Études écologiques et phytosociologiques sur les forêts riveraines du bas-languedoc (Populetum albae) (IV): Troisiéme partie,Vegetatio,1949,,article,jstor,1949-01-01,6,1,http://www.jstor.org/stable/20034477,Tchou Yen-Tcheng,Springer,fre,347,384,,17931,38,unigram; bigram; trigram
http://www.jstor.org/stable/41447951,STATISTICAL MODELS BEARING ON THE SEMANTICS OF CORRELATION: I. THE UMPIRE BONUS MODEL,Human Biology,1949,,article,jstor,1949-05-01,2,21,http://www.jstor.org/stable/41447951,LANCELOT HOGBEN; KENNETH W. KEMP,Wayne State University Press,eng,111,142,,11294,32,unigram; bigram; trigram
http://www.jstor.org/stable/2984113,Multivariate Analysis,Supplement to the Journal of the Royal Statistical Society,1947,,article,jstor,1947-01-01,2,9,http://www.jstor.org/stable/2984113,M. S. Bartlett,Wiley,eng,176,197,,14529,22,unigram; bigram; trigram
http://www.jstor.org/stable/41447400,RECENT LITERATURE,Human Biology,1939,,article,jstor,1939-05-01,2,11,http://www.jstor.org/stable/41447400,,Wayne State University Press,eng,290,318,,12066,29,unigram; bigram; trigram
http://www.jstor.org/stable/20370067,General Knowledge And General Practice,The British Medical Journal,1947,,article,jstor,1947-07-05,4513,2,http://www.jstor.org/stable/20370067,John D. Kershaw; V. L. Ferguson,BMJ,eng,28,28,,1448,1,unigram; bigram; trigram
http://www.jstor.org/stable/2989025,The Formalism in Kelsen's Pure Theory of Law,Ethics,1945,,article,jstor,1945-01-01,2,55,http://www.jstor.org/stable/2989025,Gustav Bergmann; Lewis Zerby,University of Chicago Press,eng,110,130,,13507,21,unigram; bigram; trigram
ark://27927/pgk2kkt29wt,"The Interrelations of Habitat, Growth Rate, and Associated Vegetation in the Aspen Community of Minnesota and Wisconsin",Ecological Monographs,1938,,article,portico,1938-02-01,2,8,http://doi.org/10.2307/1943250,Joseph KittredgeJr.,"John Wiley & Sons, Inc.",eng,151,246,,44613,96,unigram; bigram; trigram
http://www.jstor.org/stable/20153730,The Prediction of Teaching Efficiency,The Journal of Experimental Education,1946,,article,jstor,1946-09-01,1,15,http://www.jstor.org/stable/20153730,Leo Joseph Lins,"Taylor & Francis, Ltd.",eng,2,60,,34357,59,unigram; bigram; trigram
http://www.jstor.org/stable/20153811,A Follow-up of Some Earlier Wisconsin Studies of Teaching Ability,The Journal of Experimental Education,1949,,article,jstor,1949-09-01,1,18,http://www.jstor.org/stable/20153811,Willard Joseph Brandt,"Taylor & Francis, Ltd.",eng,1,29,,12024,29,unigram; bigram; trigram
http://www.jstor.org/stable/41446996,THE INHERITANCE OF PIGMENTATION IN THE AMERICAN NEGRO,Human Biology,1929,,article,jstor,1929-09-01,3,1,http://www.jstor.org/stable/41446996,IRENE BARNES,Wayne State University Press,eng,321,381,,20738,61,unigram; bigram; trigram
http://www.jstor.org/stable/20150402,The General Nature and Applicability of Index Numbers for Education,The Journal of Experimental Education,1936,,article,jstor,1936-03-01,3,4,http://www.jstor.org/stable/20150402,Douglas E. Scates,"Taylor & Francis, Ltd.",eng,265,278,,9250,14,unigram; bigram; trigram
http://www.jstor.org/stable/2980085,Statistical and Economic Articles in Recent Periodicals,Journal of the Royal Statistical Society,1939,,article,jstor,1939-01-01,3,102,http://www.jstor.org/stable/2980085,,Wiley,eng,485,491,,2055,7,unigram; bigram; trigram
http://www.jstor.org/stable/20257476,Chapter Histories,The Phi Delta Kappan,1926,,article,jstor,1926-06-01,6,8,http://www.jstor.org/stable/20257476,R. A. Crouch; O. T. Schmaelzle; Donald V. Spagnoli; J. N. Moseley; Howard B. Silsbee; R. G. Guthrie; William M. Clime; R. B. Thiel; M. R. Hinson; P. E. Christenson; Eugene Giles; P. P. Brainard; James Mussatti; Robert J. Lavell; Howard Wilbur; H. H. Edmiston; G. W. Crossman; Kenneth Seeley,Phi Delta Kappa International,eng,1,22,,12251,20,unigram; bigram; trigram
http://www.jstor.org/stable/2988928,Scholarly Forerunners of Fascism,Ethics,1939,,article,jstor,1939-10-01,1,50,http://www.jstor.org/stable/2988928,Svend Ranulf,University of Chicago Press,eng,16,34,,6462,19,unigram; bigram; trigram
http://www.jstor.org/stable/20287115,A Discussion On The Relationship Of Heredity To Disease,The British Medical Journal,1905,,article,jstor,1905-10-28,2339,2,http://www.jstor.org/stable/20287115,F. W. Mott; George A. Watson; G. Archdall Reid; E. Schuster; A. W. Gilchrist; C. C. Hurst; C. J. Bond,BMJ,eng,1086,1095,,12821,10,unigram; bigram; trigram
http://www.jstor.org/stable/20150435,A Study of the Transferable Elements in Interviews with Parents,The Journal of Experimental Education,1936,,article,jstor,1936-12-01,2,5,http://www.jstor.org/stable/20150435,Lois A. Ackerley; Ralph H. Ojemann; Berniece Neil; Eva Grant,"Taylor & Francis, Ltd.",eng,137,174,,23587,38,unigram; bigram; trigram
http://www.jstor.org/stable/41139560,Review Article,Journal of the Institute of Actuaries (1886-1994),1950,,article,jstor,1950-12-01,3,76,http://www.jstor.org/stable/41139560,R. D. C.,Cambridge University Press,eng,288,291,,1825,4,unigram; bigram; trigram
ark://27927/phz2cmvq5jp,Psychiatric Aspects of Tuberculosis,Families in Society,1950,,article,portico,1950-05-01,5,31,http://doi.org/10.1177/104438945003100501,Dr. Leopold Bellak,SAGE Publications,eng,183,189,,4849,7,unigram; bigram; trigram
ark://27927/phz8c08cmxn,Report of the Council,Journal of the Royal Statistical Society,1937,,article,portico,1937-07-01,4,100,http://doi.org/10.1111/j.2397-2335.1937.tb01090.x,,"John Wiley & Sons, Inc.",eng,642,655,,4380,14,unigram; bigram; trigram
http://www.jstor.org/stable/41447558,Back Matter,Human Biology,1942,,article,jstor,1942-12-01,4,14,http://www.jstor.org/stable/41447558,,Wayne State University Press,eng,,,,1815,8,unigram; bigram; trigram
http://www.jstor.org/stable/20257499,Articles and Pamphlets (Continued),The Phi Delta Kappan,1926,,article,jstor,1926-10-01,2,9,http://www.jstor.org/stable/20257499,,Phi Delta Kappa International,eng,57,64,,4325,8,unigram; bigram; trigram
ark://27927/phz8c04f1f9,The Applications of the Method of Correlation to Social and Economic Statistics,Journal of the Royal Statistical Society,1909,,article,portico,1909-12-01,4,72,http://doi.org/10.1111/j.2397-2335.1909.tb02857.x,G. Udny Yule,"John Wiley & Sons, Inc.",eng,721,730,,5202,10,unigram; bigram; trigram
http://www.jstor.org/stable/20034492,"Le spiraea tomentosa L. dans la région de granby (Comté de shefford, québec, Canada): Étude écologique et phytosociologique",Vegetatio,1950,,article,jstor,1950-01-01,2/3,2,http://www.jstor.org/stable/20034492,Alain Gille,Springer,fre,166,196,,15271,32,unigram; bigram; trigram
http://www.jstor.org/stable/41204696,A Design for Fighting,The American Scholar,1944,,article,jstor,1944-12-01,1,14,http://www.jstor.org/stable/41204696,Harlow Shapley,The Phi Beta Kappa Society,eng,19,32,,10270,14,unigram; bigram; trigram
http://www.jstor.org/stable/2983570,On the Interdependence of Blocks of Transactions,Supplement to the Journal of the Royal Statistical Society,1947,,article,jstor,1947-01-01,1,9,http://www.jstor.org/stable/2983570,Richard Stone,Wiley,eng,1,45,,21577,45,unigram; bigram; trigram
http://www.jstor.org/stable/2980188,Statistical and Economic Articles in Recent Periodicals,Journal of the Royal Statistical Society,1939,,article,jstor,1939-01-01,4,102,http://www.jstor.org/stable/2980188,,Wiley,eng,626,630,,1567,5,unigram; bigram; trigram
http://www.jstor.org/stable/20153840,Some Characteristics of Juniors Enrolled in Selected Curricula at the University of Wisconsin,The Journal of Experimental Education,1950,,article,jstor,1950-09-01,1,19,http://www.jstor.org/stable/20153840,Wilson G. Thiede; Wilson Bickford Thiede,"Taylor & Francis, Ltd.",eng,1,62,,20578,62,unigram; bigram; trigram
ark://27927/phzj9v7fzk5,DOES CULTURE AFFECT ELECTORAL OUTCOMES? EVIDENCE FROM TRANSITION COUNTRIES,Contemporary Economic Policy,1921,,article,portico,2021-01-01,1,39,http://doi.org/10.1111/coep.12489,Javier E. Portillo; Danko Tarabar,"John Wiley & Sons, Inc.",eng,141,155,,9305,15,unigram; bigram; trigram
ark://27927/phz8c0393fz,Current Notes,Journal of the Royal Statistical Society,1915,,article,portico,1915-01-01,1,78,http://doi.org/10.1111/j.2397-2335.1915.tb03265.x,,"John Wiley & Sons, Inc.",eng,112,132,,8717,21,unigram; bigram; trigram
http://www.jstor.org/stable/20257489,Articles and Pamphlets,The Phi Delta Kappan,1926,,article,jstor,1926-08-01,1,9,http://www.jstor.org/stable/20257489,,Phi Delta Kappa International,eng,27,32,,3267,6,unigram; bigram; trigram
http://www.jstor.org/stable/20631059,Present Discontents in Australian Art,The Australian Quarterly,1942,,article,jstor,1942-12-01,4,14,http://www.jstor.org/stable/20631059,Adrian Lawlor,Australian Institute of Policy and Science,eng,33,43,,4319,11,unigram; bigram; trigram
http://www.jstor.org/stable/41447220,RECENT LITERATURE,Human Biology,1934,,article,jstor,1934-12-01,4,6,http://www.jstor.org/stable/41447220,,Wayne State University Press,eng,722,737,,6437,16,unigram; bigram; trigram
http://www.jstor.org/stable/20150326,Predicting Stabilized Salary-Schedule Costs,The Journal of Experimental Education,1934,,article,jstor,1934-03-01,3,2,http://www.jstor.org/stable/20150326,Douglas E. Scates,"Taylor & Francis, Ltd.",eng,291,300,,6833,10,unigram; bigram; trigram
ark://27927/phxcsc8h9v,Notices of Recent Ornithological Publications,Ibis,1943,,article,portico,1943-07-01,3,85,http://doi.org/10.1111/j.1474-919X.1943.tb03854.x,,"John Wiley & Sons, Inc.",eng,355,376,,10329,22,unigram; bigram; trigram
http://www.jstor.org/stable/20341273,The Sections. Brief Summary Of Proceedings,The British Medical Journal,1920,,article,jstor,1920-07-10,3106,2,http://www.jstor.org/stable/20341273,,BMJ,eng,47,57,,15920,11,unigram; bigram; trigram
http://www.jstor.org/stable/20421139,Discussion On Psychotherapy,The British Medical Journal,1922,,article,jstor,1922-09-23,3221,2,http://www.jstor.org/stable/20421139,T. W. Mitchell; J. A. Hadfield; Jane I. Suttie; H. Crichton Miller; Charles F. Harford,BMJ,eng,543,555,,19178,13,unigram; bigram; trigram
http://www.jstor.org/stable/20331038,Applied Research and Education,The Phi Delta Kappan,1941,,article,jstor,1941-12-01,4,24,http://www.jstor.org/stable/20331038,Charles C. Peters,Phi Delta Kappa International,eng,175,184,,2672,4,unigram; bigram; trigram
http://www.jstor.org/stable/25047963,Indian Statistical Institute: Fifteenth Annual Report: 1946-47,Sankhyā: The Indian Journal of Statistics (1933-1960),1947,,article,jstor,1947-10-01,3,8,http://www.jstor.org/stable/25047963,,Springer,eng,289,305,,9578,17,unigram; bigram; trigram
http://www.jstor.org/stable/20323221,Social Biology,The British Medical Journal,1942,,article,jstor,1942-05-23,4246,1,http://www.jstor.org/stable/20323221,,BMJ,eng,641,642,,1129,2,unigram; bigram; trigram
http://www.jstor.org/stable/25119274,The Economic Dependence of Women,The North American Review,1902,,article,jstor,1902-07-01,,548,http://www.jstor.org/stable/25119274,Vernon Lee,University of Northern Iowa,eng,71,90,,8393,20,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/20321957,Administration Of Voluntary Hospitals,The British Medical Journal,1941,,article,jstor,1941-12-20,4224,2,http://www.jstor.org/stable/20321957,Geoffrey Bourne,BMJ,eng,891,891,,477,1,unigram; bigram; trigram
ark://27927/phxcrnktpv,HENRY HAVELOCK ELLIS: 1859–1939,British Journal of Educational Psychology,1941,,article,portico,1941-02-01,1,11,http://doi.org/10.1111/j.2044-8279.1941.tb02704.x,J. C. FLÜGEL,"John Wiley & Sons, Inc.",eng,1,7,,3246,7,unigram; bigram; trigram
http://www.jstor.org/stable/41361862,METHODS AND PURPOSES OF AGRICULTURAL SURVEYS,Journal of the Royal Society of Arts,1943,,article,jstor,1943-06-11,4641,91,http://www.jstor.org/stable/41361862,F. Yates,"Royal Society for the Encouragement of Arts, Manufactures and Commerce",eng,367,379,,8184,13,unigram; bigram; trigram
http://www.jstor.org/stable/41447433,RECENT LITERATURE,Human Biology,1939,,article,jstor,1939-12-01,4,11,http://www.jstor.org/stable/41447433,,Wayne State University Press,eng,550,579,,12104,30,unigram; bigram; trigram
http://www.jstor.org/stable/2975460,American Security Price Movements Compared to Foreign Security Price Movements,The Journal of Finance,1948,,article,jstor,1948-06-01,2,3,http://www.jstor.org/stable/2975460,Jacob O. Kamm,American Finance Association,eng,59,70,,5237,12,unigram; bigram; trigram
http://www.jstor.org/stable/20153834,Factor Analyses of Prospective Teachers' Differences,The Journal of Experimental Education,1950,,article,jstor,1950-06-01,4,18,http://www.jstor.org/stable/20153834,John Schmid Jr.,"Taylor & Francis, Ltd.",eng,287,319,,14683,33,unigram; bigram; trigram
http://www.jstor.org/stable/20153817,A Review and Interpretation of Investigations of Factors Related to Scholastic Success in Colleges of Arts and Science and Teachers Colleges,The Journal of Experimental Education,1949,,article,jstor,1949-12-01,2,18,http://www.jstor.org/stable/20153817,Harley F. Garrett,"Taylor & Francis, Ltd.",eng,91,138,,26253,48,unigram; bigram; trigram
http://www.jstor.org/stable/25113034,Recent Biology and Its Significance,The North American Review,1923,,article,jstor,1923-06-01,811,217,http://www.jstor.org/stable/25113034,Vernon Kellogg,University of Northern Iowa,eng,746,759,,4980,14,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/20331259,The Evaluation of Student Reactions to Teaching Procedures,The Phi Delta Kappan,1945,,article,jstor,1945-10-01,2,27,http://www.jstor.org/stable/20331259,Roy C. Bryan,Phi Delta Kappa International,eng,46,59,,2203,3,unigram; bigram; trigram
http://www.jstor.org/stable/20286959,A Discussion On Occupation And Environment As Causative Factors Of Insanity,The British Medical Journal,1905,,article,jstor,1905-10-14,,2337,http://www.jstor.org/stable/20286959,Theo. B. Hyslop,BMJ,eng,941,945,,7593,5,unigram; bigram; trigram
http://www.jstor.org/stable/20662474,The National Drama of Argentina,World Affairs,1934,,article,jstor,1934-09-01,3,97,http://www.jstor.org/stable/20662474,C. K. JONES,World Affairs Institute,eng,163,166,,2515,4,unigram; bigram; trigram
ark://27927/phx1fs2k6dx,WHITE'S VIEW OF CULTURE,American Anthropologist,1948,,article,portico,1948-07-09,3,50,http://doi.org/10.1525/aa.1948.50.3.02a00010,A. L. KROEBER,"John Wiley & Sons, Inc.",eng,405,415,,5105,11,unigram; bigram; trigram
http://www.jstor.org/stable/41447366,RECENT LITERATURE,Human Biology,1938,,article,jstor,1938-05-01,2,10,http://www.jstor.org/stable/41447366,,Wayne State University Press,eng,300,326,,11514,27,unigram; bigram; trigram
http://www.jstor.org/stable/41447167,RECENT LITERATURE,Human Biology,1933,,article,jstor,1933-09-01,3,5,http://www.jstor.org/stable/41447167,,Wayne State University Press,eng,520,540,,8896,21,unigram; bigram; trigram
http://www.jstor.org/stable/2983830,The Organization and Functions of the Institute of Statistics of the University of North Carolina,Journal of the Royal Statistical Society. Series B (Methodological),1950,,article,jstor,1950-01-01,1,12,http://www.jstor.org/stable/2983830,Gertrude M. Cox,Royal Statistical Society,eng,1,18,,13112,18,unigram; bigram; trigram
http://www.jstor.org/stable/20153841,A Study of the Discriminating Efficiency of Certain Tests of the Primary Source Personality Traits of Teachers,The Journal of Experimental Education,1950,,article,jstor,1950-09-01,1,19,http://www.jstor.org/stable/20153841,Anthony Nicholas Schwartz,"Taylor & Francis, Ltd.",eng,63,93,,15346,31,unigram; bigram; trigram
http://www.jstor.org/stable/20420254,"W. H. R. Rivers, M.D., D.Sc., F.R.S., Fellow And Praelector In Natural Sciences, St. John's College, Cambridge",The British Medical Journal,1922,,article,jstor,1922-06-10,3206,1,http://www.jstor.org/stable/20420254,,BMJ,eng,936,937,,1260,2,unigram; bigram; trigram
http://www.jstor.org/stable/41447667,THE AMALGAMATION OF ETHNIC GROUPS,Human Biology,1935,,article,jstor,1935-09-01,3,7,http://www.jstor.org/stable/41447667,RAYMOND ROYCE WILLOUGHBY,Wayne State University Press,eng,437,442,,2235,6,unigram; bigram; trigram
http://www.jstor.org/stable/20113923,Sociobiology,Synthese,1947,,article,jstor,1947-03-01,11/12,5,http://www.jstor.org/stable/20113923,G. Mannoury,Springer,eng,522,525,,1388,4,unigram; bigram; trigram
http://www.jstor.org/stable/20034465,Recent Literature,Vegetatio,1949,,article,jstor,1949-01-01,2/3,1,http://www.jstor.org/stable/20034465,Br.-Bl.; P. Müller-Schneider,Springer,ger,197,202,,2820,6,unigram; bigram; trigram
ark://27927/phz2hvgchmm,Short Cuts in Social Work,Families in Society,1944,,article,portico,1944-02-01,10,24,http://doi.org/10.1177/104438944402401007,,SAGE Publications,eng,392,393,,1419,2,unigram; bigram; trigram
http://www.jstor.org/stable/41447129,RECENT LITERATURE,Human Biology,1932,,article,jstor,1932-09-01,3,4,http://www.jstor.org/stable/41447129,,Wayne State University Press,eng,435,451,,7287,17,unigram; bigram; trigram
ark://27927/phz8c04t5q3,Current Notes,Journal of the Royal Statistical Society,1937,,article,portico,1937-05-01,3,100,http://doi.org/10.1111/j.2397-2335.1937.tb04537.x,,"John Wiley & Sons, Inc.",eng,476,480,,1975,5,unigram; bigram; trigram
http://www.jstor.org/stable/41447026,RECENT LITERATURE,Human Biology,1930,,article,jstor,1930-02-01,1,2,http://www.jstor.org/stable/41447026,,Wayne State University Press,eng,145,158,,5245,14,unigram; bigram; trigram
